data_somministrazione,fornitore,area,fascia_anagrafica,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,pregressa_infezione,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area
2021-02-28,Pfizer/BioNTech,FVG,70-79,9,3,0,12,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-28,Pfizer/BioNTech,FVG,80-89,165,199,360,4,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-28,Pfizer/BioNTech,FVG,90+,15,31,46,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-28,Vaxzevria (AstraZeneca),FVG,12-19,1,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-28,Vaxzevria (AstraZeneca),FVG,20-29,59,97,150,0,6,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-28,Vaxzevria (AstraZeneca),FVG,30-39,105,168,272,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-28,Vaxzevria (AstraZeneca),FVG,40-49,214,312,514,0,12,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-28,Vaxzevria (AstraZeneca),FVG,50-59,248,440,680,0,8,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-28,Vaxzevria (AstraZeneca),FVG,60-69,77,164,241,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Moderna,FVG,12-19,0,4,4,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Moderna,FVG,20-29,4,10,11,0,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Moderna,FVG,30-39,2,5,6,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Moderna,FVG,40-49,1,7,7,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Moderna,FVG,50-59,3,3,5,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Moderna,FVG,60-69,0,1,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Pfizer/BioNTech,FVG,20-29,11,23,32,2,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Pfizer/BioNTech,FVG,30-39,5,11,16,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Pfizer/BioNTech,FVG,40-49,15,38,44,7,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Pfizer/BioNTech,FVG,50-59,11,41,45,7,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Pfizer/BioNTech,FVG,60-69,12,12,21,3,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Pfizer/BioNTech,FVG,70-79,6,8,10,4,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Pfizer/BioNTech,FVG,80-89,673,844,1498,18,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Pfizer/BioNTech,FVG,90+,64,141,194,11,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Vaxzevria (AstraZeneca),FVG,20-29,17,51,67,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Vaxzevria (AstraZeneca),FVG,30-39,45,134,178,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Vaxzevria (AstraZeneca),FVG,40-49,75,241,312,0,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Vaxzevria (AstraZeneca),FVG,50-59,63,267,328,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,Vaxzevria (AstraZeneca),FVG,60-69,34,76,108,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,Moderna,FVG,40-49,0,1,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,Moderna,FVG,50-59,0,1,0,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,Moderna,FVG,80-89,2,0,2,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,Pfizer/BioNTech,FVG,12-19,3,3,5,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,Pfizer/BioNTech,FVG,20-29,80,217,47,250,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,Pfizer/BioNTech,FVG,30-39,94,204,56,240,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,Pfizer/BioNTech,FVG,40-49,130,315,110,335,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,Pfizer/BioNTech,FVG,50-59,140,380,120,399,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,Pfizer/BioNTech,FVG,60-69,116,162,80,197,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,Pfizer/BioNTech,FVG,70-79,44,37,33,48,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,Pfizer/BioNTech,FVG,80-89,628,789,1394,19,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,Pfizer/BioNTech,FVG,90+,73,156,217,11,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,Vaxzevria (AstraZeneca),FVG,20-29,15,30,45,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,Vaxzevria (AstraZeneca),FVG,30-39,20,61,78,0,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,Vaxzevria (AstraZeneca),FVG,40-49,39,91,128,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,Vaxzevria (AstraZeneca),FVG,50-59,79,175,250,0,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,Vaxzevria (AstraZeneca),FVG,60-69,56,79,135,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Moderna,FVG,20-29,0,1,0,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Moderna,FVG,30-39,2,3,0,5,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Moderna,FVG,40-49,1,1,0,2,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Moderna,FVG,50-59,3,1,0,4,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Moderna,FVG,60-69,0,1,0,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Pfizer/BioNTech,FVG,12-19,5,2,0,7,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Pfizer/BioNTech,FVG,20-29,76,182,4,254,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Pfizer/BioNTech,FVG,30-39,89,138,8,219,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Pfizer/BioNTech,FVG,40-49,91,190,18,263,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Pfizer/BioNTech,FVG,50-59,115,204,10,309,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Pfizer/BioNTech,FVG,60-69,63,103,7,159,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Pfizer/BioNTech,FVG,70-79,37,14,3,48,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Pfizer/BioNTech,FVG,80-89,511,680,1188,3,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Pfizer/BioNTech,FVG,90+,62,120,182,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Vaxzevria (AstraZeneca),FVG,20-29,30,19,47,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Vaxzevria (AstraZeneca),FVG,30-39,64,42,99,0,7,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Vaxzevria (AstraZeneca),FVG,40-49,122,77,199,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Vaxzevria (AstraZeneca),FVG,50-59,286,159,441,0,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-03,Vaxzevria (AstraZeneca),FVG,60-69,77,75,151,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Moderna,FVG,40-49,0,1,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Moderna,FVG,50-59,0,3,2,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Moderna,FVG,60-69,1,1,2,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Moderna,FVG,80-89,63,95,158,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Moderna,FVG,90+,13,11,24,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Pfizer/BioNTech,FVG,12-19,1,1,0,2,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Pfizer/BioNTech,FVG,20-29,31,80,4,107,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Pfizer/BioNTech,FVG,30-39,31,63,6,88,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Pfizer/BioNTech,FVG,40-49,43,104,4,142,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Pfizer/BioNTech,FVG,50-59,55,114,9,160,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Pfizer/BioNTech,FVG,60-69,45,54,3,96,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Pfizer/BioNTech,FVG,70-79,18,11,3,26,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Pfizer/BioNTech,FVG,80-89,650,823,1450,22,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Pfizer/BioNTech,FVG,90+,70,160,213,17,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Vaxzevria (AstraZeneca),FVG,20-29,27,19,44,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Vaxzevria (AstraZeneca),FVG,30-39,54,45,96,0,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Vaxzevria (AstraZeneca),FVG,40-49,131,63,190,0,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Vaxzevria (AstraZeneca),FVG,50-59,312,143,446,0,9,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-04,Vaxzevria (AstraZeneca),FVG,60-69,53,63,115,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Moderna,FVG,20-29,0,1,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Moderna,FVG,40-49,0,2,2,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Moderna,FVG,50-59,1,7,8,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Moderna,FVG,60-69,0,1,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Moderna,FVG,80-89,60,89,149,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Moderna,FVG,90+,9,23,32,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Pfizer/BioNTech,FVG,12-19,3,2,0,5,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Pfizer/BioNTech,FVG,20-29,94,198,108,179,5,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Pfizer/BioNTech,FVG,30-39,114,193,113,185,9,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Pfizer/BioNTech,FVG,40-49,118,257,147,214,14,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Pfizer/BioNTech,FVG,50-59,164,308,173,276,23,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Pfizer/BioNTech,FVG,60-69,105,119,76,143,5,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Pfizer/BioNTech,FVG,70-79,50,36,32,54,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Pfizer/BioNTech,FVG,80-89,578,782,1341,14,5,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Pfizer/BioNTech,FVG,90+,82,154,230,5,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Vaxzevria (AstraZeneca),FVG,20-29,5,7,12,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Vaxzevria (AstraZeneca),FVG,30-39,17,9,26,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Vaxzevria (AstraZeneca),FVG,40-49,47,15,62,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Vaxzevria (AstraZeneca),FVG,50-59,42,41,81,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-05,Vaxzevria (AstraZeneca),FVG,60-69,23,17,39,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Moderna,FVG,40-49,1,1,2,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Moderna,FVG,80-89,65,91,156,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Moderna,FVG,90+,10,14,24,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Pfizer/BioNTech,FVG,12-19,1,1,0,2,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Pfizer/BioNTech,FVG,20-29,22,43,0,65,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Pfizer/BioNTech,FVG,30-39,21,43,0,64,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Pfizer/BioNTech,FVG,40-49,17,58,1,74,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Pfizer/BioNTech,FVG,50-59,20,59,0,79,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Pfizer/BioNTech,FVG,60-69,17,17,1,33,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Pfizer/BioNTech,FVG,70-79,5,2,0,7,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Pfizer/BioNTech,FVG,80-89,506,669,1174,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Pfizer/BioNTech,FVG,90+,61,155,215,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Vaxzevria (AstraZeneca),FVG,20-29,36,133,167,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Vaxzevria (AstraZeneca),FVG,30-39,93,168,259,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Vaxzevria (AstraZeneca),FVG,40-49,97,295,385,0,7,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Vaxzevria (AstraZeneca),FVG,50-59,151,410,548,0,13,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Vaxzevria (AstraZeneca),FVG,60-69,73,144,214,0,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-06,Vaxzevria (AstraZeneca),FVG,70-79,0,1,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-07,Moderna,FVG,12-19,3,2,5,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-07,Moderna,FVG,20-29,14,23,37,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-07,Moderna,FVG,30-39,11,16,27,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-07,Moderna,FVG,40-49,15,20,35,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-07,Moderna,FVG,50-59,18,15,33,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-07,Moderna,FVG,60-69,4,6,10,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-07,Moderna,FVG,70-79,2,1,3,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-07,Pfizer/BioNTech,FVG,60-69,0,1,0,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-07,Pfizer/BioNTech,FVG,80-89,54,72,126,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-07,Pfizer/BioNTech,FVG,90+,3,14,17,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-07,Vaxzevria (AstraZeneca),FVG,12-19,1,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-07,Vaxzevria (AstraZeneca),FVG,20-29,57,150,201,0,6,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-07,Vaxzevria (AstraZeneca),FVG,30-39,101,214,308,0,7,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-07,Vaxzevria (AstraZeneca),FVG,40-49,189,393,569,0,13,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-07,Vaxzevria (AstraZeneca),FVG,50-59,373,523,875,0,21,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-07,Vaxzevria (AstraZeneca),FVG,60-69,87,163,242,0,8,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-08,Pfizer/BioNTech,FVG,20-29,67,125,2,190,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-08,Pfizer/BioNTech,FVG,30-39,65,125,4,186,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-08,Pfizer/BioNTech,FVG,40-49,66,137,11,192,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-08,Pfizer/BioNTech,FVG,50-59,88,224,21,291,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-08,Pfizer/BioNTech,FVG,60-69,67,78,10,135,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-08,Pfizer/BioNTech,FVG,70-79,39,21,25,35,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-08,Pfizer/BioNTech,FVG,80-89,875,1070,1018,922,5,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-08,Pfizer/BioNTech,FVG,90+,120,251,235,135,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-08,Vaxzevria (AstraZeneca),FVG,20-29,29,44,73,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-08,Vaxzevria (AstraZeneca),FVG,30-39,50,65,112,0,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-08,Vaxzevria (AstraZeneca),FVG,40-49,59,107,165,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-08,Vaxzevria (AstraZeneca),FVG,50-59,90,153,239,0,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-08,Vaxzevria (AstraZeneca),FVG,60-69,27,78,105,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Moderna,FVG,40-49,0,1,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Moderna,FVG,50-59,0,1,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Moderna,FVG,60-69,4,2,6,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Moderna,FVG,70-79,1,3,3,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Moderna,FVG,80-89,5,8,12,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Moderna,FVG,90+,2,14,14,2,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Pfizer/BioNTech,FVG,12-19,1,1,0,2,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Pfizer/BioNTech,FVG,20-29,44,100,6,138,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Pfizer/BioNTech,FVG,30-39,58,127,8,177,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Pfizer/BioNTech,FVG,40-49,59,167,19,205,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Pfizer/BioNTech,FVG,50-59,74,209,34,246,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Pfizer/BioNTech,FVG,60-69,111,83,23,171,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Pfizer/BioNTech,FVG,70-79,48,31,26,53,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Pfizer/BioNTech,FVG,80-89,905,976,317,1561,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Pfizer/BioNTech,FVG,90+,98,180,84,194,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Vaxzevria (AstraZeneca),FVG,20-29,45,31,74,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Vaxzevria (AstraZeneca),FVG,30-39,87,68,153,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Vaxzevria (AstraZeneca),FVG,40-49,82,85,163,0,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Vaxzevria (AstraZeneca),FVG,50-59,65,122,182,0,5,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Vaxzevria (AstraZeneca),FVG,60-69,33,80,110,0,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-09,Vaxzevria (AstraZeneca),FVG,70-79,1,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Moderna,FVG,12-19,0,1,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Moderna,FVG,20-29,19,40,54,0,5,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Moderna,FVG,30-39,18,29,43,0,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Moderna,FVG,40-49,32,61,82,0,11,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Moderna,FVG,50-59,31,52,69,0,14,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Moderna,FVG,60-69,28,27,51,0,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Moderna,FVG,70-79,16,4,20,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Moderna,FVG,80-89,8,17,23,2,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Moderna,FVG,90+,7,10,14,3,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Pfizer/BioNTech,FVG,12-19,0,1,0,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Pfizer/BioNTech,FVG,20-29,9,36,9,36,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Pfizer/BioNTech,FVG,30-39,10,22,8,24,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Pfizer/BioNTech,FVG,40-49,14,47,26,34,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Pfizer/BioNTech,FVG,50-59,27,41,27,40,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Pfizer/BioNTech,FVG,60-69,32,31,16,47,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Pfizer/BioNTech,FVG,70-79,7,20,7,20,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Pfizer/BioNTech,FVG,80-89,817,1002,425,1393,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Pfizer/BioNTech,FVG,90+,92,192,88,194,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Vaxzevria (AstraZeneca),FVG,20-29,56,32,86,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Vaxzevria (AstraZeneca),FVG,30-39,102,43,145,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Vaxzevria (AstraZeneca),FVG,40-49,149,58,204,0,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Vaxzevria (AstraZeneca),FVG,50-59,188,100,284,0,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Vaxzevria (AstraZeneca),FVG,60-69,31,23,53,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-10,Vaxzevria (AstraZeneca),FVG,70-79,5,0,5,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Moderna,FVG,40-49,0,2,2,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Moderna,FVG,50-59,1,1,2,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Moderna,FVG,60-69,0,4,4,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Moderna,FVG,70-79,12,15,27,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Moderna,FVG,80-89,15,49,61,3,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Moderna,FVG,90+,6,41,47,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Pfizer/BioNTech,FVG,20-29,32,53,17,68,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Pfizer/BioNTech,FVG,30-39,15,58,15,58,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Pfizer/BioNTech,FVG,40-49,29,56,18,67,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Pfizer/BioNTech,FVG,50-59,42,59,18,83,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Pfizer/BioNTech,FVG,60-69,20,34,3,50,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Pfizer/BioNTech,FVG,70-79,12,19,7,24,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Pfizer/BioNTech,FVG,80-89,882,963,660,1185,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Pfizer/BioNTech,FVG,90+,94,207,89,212,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Vaxzevria (AstraZeneca),FVG,12-19,1,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Vaxzevria (AstraZeneca),FVG,20-29,57,37,93,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Vaxzevria (AstraZeneca),FVG,30-39,64,64,123,0,5,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Vaxzevria (AstraZeneca),FVG,40-49,79,110,187,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Vaxzevria (AstraZeneca),FVG,50-59,64,115,175,1,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Vaxzevria (AstraZeneca),FVG,60-69,77,68,145,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-11,Vaxzevria (AstraZeneca),FVG,70-79,15,4,19,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-12,Moderna,FVG,20-29,1,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-12,Moderna,FVG,30-39,2,3,5,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-12,Moderna,FVG,40-49,3,4,7,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-12,Moderna,FVG,50-59,5,0,5,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-12,Moderna,FVG,60-69,2,0,2,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-12,Moderna,FVG,70-79,1,1,2,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-12,Moderna,FVG,80-89,4,16,20,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-12,Moderna,FVG,90+,3,10,13,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-12,Pfizer/BioNTech,FVG,20-29,7,32,17,21,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-12,Pfizer/BioNTech,FVG,30-39,5,21,11,15,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-12,Pfizer/BioNTech,FVG,40-49,22,33,30,25,0,ITH,ITH4,6,Friuli-Venezia Giulia
